nfi_plot,loc_id,meas_date,meas_num,plot_completion,incomp_reason,province,ecozone,prov_eco_type,prov_eco_ref,utm_n,utm_e,utm_zone,slope,aspect,elevation,land_base,land_cover,land_pos,plotvol_falllive,veg_type,density_cl,stand_stru,succ_stage,wetland_class,user_info,ec_region,ec_district,plotvol_standlive,plotvol_standdead,plotvol_smtr_live,plotvol_smtr_dead,grossvol_incr,grossvol_mai,plotvol_stump,plotbio_stump,plotbio_smstump,plotbio_lgtr_live,plotbio_lgtr_dead,plotbio_smtr_live,plotbio_smtr_dead,plotbio_lgshrub_live,plotbio_lgshrub_dead,plotvol_oddwd,plotbio_smshrub,plotbio_herb,plotbio_bryo,plotbio_fwd,plotvol_swd,plotbio_swd,plotvol_cwd,plotbio_cwd,plotvol_roundwd,plotbio_roundwd,plotbio_oddwd,sample_depth_min,sample_depth_org,cc_for_floor_8mm,cc_for_floor_total,cc_min0_15,cc_min15_35,cc_min35_55,cc_organic0_15_8mm,cc_organic0_15_total,cc_organic15_35_8mm,cc_organic15_35_total,cc_organic35_55_8mm,cc_organic35_55_total,avg_org_carb,avg_bulk_density_org
1300521,0,2017-JUL-08,1,F,NA,BC,14,SBSMC2-01C,26,6068715,663089,9,5,202,1026,V,T,U,0.00,TC,DE,MULT,LS,N,,,,344.57,73.15,15.94,2.39,,3.83,,,0.00,181.12,35.20,16.08,1.77,2.31,0.00,31.10,0.13,0.07,0.36,2.78,14.27,5.24,93.80,23.37,62.70,18.47,4.90,15.0,,49.2,52.6,14.2,,,,,,,,,394.68,0.11
1300581,0,2001-JUN-13,0,N,NR,BC,14,Sub-BorealSpruceWillowWetCool,-1,6061018,517024,10,15,38,738,V,T,U,0.86,TC,OP,SNGL,MS,U,CMI4-0086-FO1,203,981,269.62,4.22,0.90,0.00,,1.81,,,,142.92,2.55,1.20,0.00,,,0.00,,0.14,,,,,312.48,95.09,312.48,95.09,0.00,,,,,,,,,,,,,,,
1300581,0,2014-AUG-24,1,F,NA,BC,14,Sub-BorealSpruceWillowWetCool,-1,6061018,517024,10,15,38,738,V,T,U,0.00,TC,OP,COMP,TS,N,CMI4-0086-FO1,,,339.72,5.80,3.83,0.00,,2.09,9.54,2.64,0.00,173.67,2.25,3.77,0.00,0.61,0.00,0.00,0.36,0.22,1.80,1.20,8.64,2.89,287.24,86.90,287.24,86.90,0.00,35.0,,45.5,75.6,24.7,18.9,,,,,,,,245.33,0.24
1300611,0,2001-JUL-29,0,N,NR,BC,14,EngelmannSpruce--SubalpineFirBullmooseMoistVeryCold,-1,6055892,637103,10,8,242,1300,V,T,U,0.23,TC,SP,SNGL,MS,U,CMI4-0094-FO1,200,969,134.57,13.92,5.95,0.00,,0.73,,,,91.52,8.99,7.72,0.00,,,0.00,,0.48,,,,,80.25,20.33,80.25,20.33,0.00,,,,,,,,,,,,,,,
1300636,0,2011-MAY-29,0,P,IN,AB,9,(04)MM/(04d)AwMix,-1,6047938,349236,11,11,270,1184,V,T,U,0.00,TM,SP,U,UR,N,ABMI establishes 4 plots per installation - plot attributes are taken from installation centre (centre between all 4 plots) or averaged across all 4 plots / provided UTM coordinates are provided based on hazed locations (accuracy within +/- 5 km),,,296.22,17.92,0.00,0.00,,2.71,,,,161.20,13.64,0.00,0.00,,,0.00,,,,,6.81,1.95,34.02,8.22,34.02,8.22,0.00,,,,,,,,,,,,,,,
1301131,0,2004-JUL-22,0,F,NA,ON,6,ES20D,1,5464804,604790,15,8,0,300,V,T,U,0.00,TM,OP,SNGL,LS,N,,,,84.00,9.35,0.07,6.97,,1.61,1.02,0.25,,50.93,5.19,0.13,4.38,0.00,0.00,0.00,0.96,0.21,0.94,0.73,21.67,5.40,39.30,6.75,39.30,6.75,0.00,55.0,,35.6,54.6,19.5,39.9,11.9,,,,,,,449.15,0.08
1301131,0,2008-AUG-16,1,F,NA,ON,6,ES20D,1,5464804,604790,15,8,0,300,V,T,U,0.00,TC,OP,SNGL,LS,N,,,,55.25,8.30,0.03,0.00,,0.95,0.16,0.02,0.14,34.14,4.90,0.06,0.00,0.00,0.00,0.00,1.86,0.20,4.32,1.41,14.38,2.98,61.11,20.78,61.11,20.78,0.00,55.0,,74.1,77.8,25.7,22.2,53.9,,,,,,,364.16,0.08
1301131,0,2018-AUG-14,2,F,NA,ON,6,B65TtDmnOTt,10,5464804,604790,15,8,0,300,V,T,U,0.00,TC,OP,SNGL,LS,N,,,,65.19,0.94,1.49,0.00,,0.82,1.20,0.25,0.00,40.53,0.52,1.65,0.00,0.00,0.00,0.00,1.47,0.12,7.54,0.41,4.63,1.65,32.75,8.55,32.75,8.55,0.00,15.0,,81.4,97.9,39.0,,,,,,,,,482.15,0.11
1301296,0,2004-SEP-05,0,F,NA,ON,8,FOD5,4,5128044,727463,16,12,180,-1,V,T,U,0.00,TM,DE,COMP,TS,N,,,,91.90,13.12,0.08,0.00,,1.46,,,,83.40,13.30,0.05,0.00,0.00,0.00,0.00,0.25,0.53,0.19,0.24,8.77,3.13,9.50,2.61,9.50,2.61,0.00,35.0,,0.5,0.6,47.0,43.5,,,,,,,,196.87,0.07
1301296,0,2013-JUL-09,1,F,NA,ON,8,S107,10,5128044,727463,16,12,180,-1,V,T,U,0.00,TM,DE,MULT,TS,N,,,,120.26,13.70,0.07,0.00,,1.18,,,0.00,107.28,8.78,0.06,0.00,0.00,0.00,0.00,0.48,0.79,0.40,0.16,4.63,0.95,1.49,0.20,1.49,0.20,0.00,15.0,,0.2,0.8,58.3,,,,,,,,,350.55,0.04
1301301,0,2004-AUG-06,0,F,NA,ON,8,FOD5,4,5116555,281097,17,5,86,-1,V,T,U,0.00,TC,DE,COMP,TS,N,,,,177.54,24.09,39.41,5.69,,,,,,153.43,21.17,40.87,5.54,0.00,0.00,0.00,0.01,0.53,0.06,0.90,6.91,4.17,20.56,8.14,20.56,8.14,0.00,35.0,,1.4,1.8,39.3,28.9,,,,,,,,360.08,0.05
1301301,0,2008-JUL-13,1,F,NA,ON,8,FOD5,4,5116555,281097,17,5,86,-1,V,T,U,0.00,TB,DE,COMP,TS,N,,,,166.76,16.46,40.65,0.13,,,,,0.43,143.79,14.28,43.34,0.18,0.00,0.00,0.00,0.01,0.94,0.01,1.12,8.82,4.83,22.31,9.19,22.31,9.19,0.00,15.0,,,,47.5,,,,,,,,,432.51,
1301301,0,2018-JUN-27,2,F,NA,ON,8,G58Tt,10,5116555,281097,17,5,86,-1,V,T,U,0.00,TB,DE,MULT,TS,N,,,,125.74,34.33,42.96,6.08,,,2.32,1.39,0.00,111.28,22.48,41.19,5.84,0.00,0.00,0.00,0.05,0.84,0.00,2.73,14.38,7.51,32.54,15.18,32.54,15.18,0.00,15.0,,4.8,7.2,48.6,,,,,,,,,481.63,0.14
1301311,0,2006-JUL-07,0,F,NA,ON,8,FOD5,4,5093009,313021,17,0,999,-1,V,T,U,0.00,TB,DE,MULT,TS,N,,,,258.08,2.16,4.87,0.16,,,,,,231.51,1.97,8.50,0.17,0.00,0.00,0.00,0.01,0.02,0.01,0.68,5.68,2.78,5.45,1.72,5.45,1.72,0.00,26.0,,14.0,19.6,30.8,22.0,,,,,,,,324.31,0.10
1301311,0,2012-JUL-17,1,F,NA,ON,8,S42Tt,10,5093009,313021,17,0,999,-1,V,T,U,0.00,TB,DE,COMP,TS,N,All aged stand approx 100 yrs old; has had selection cutting. Last cut approx 30 yrs ago. Oak stumps in plot and vicinity.,,,270.08,1.48,5.07,0.51,,,,,0.00,248.18,1.16,5.58,0.62,0.00,0.00,0.00,0.13,0.15,0.02,0.60,3.70,1.27,8.15,1.98,8.15,1.98,0.00,15.0,,8.4,11.2,43.4,,,,,,,,,342.47,0.10
1301321,0,2005-JUL-05,0,F,NA,ON,8,ES29.1,3,5069459,344911,17,4,333,-1,V,T,U,0.00,TM,DE,SNGL,OG,N,,,,128.73,23.80,0.00,0.00,,1.93,,,,117.30,18.51,0.00,0.00,2.55,0.26,0.00,4.69,0.01,0.00,0.37,9.57,3.52,12.87,2.28,12.87,2.28,0.00,20.0,,18.3,28.0,19.6,13.2,,,,,,,,383.23,0.08
1301321,0,2012-JUL-16,1,F,NA,ON,8,B42Tt,10,5069459,344911,17,4,333,-1,V,T,U,0.00,TB,DE,SNGL,LS,N,,,,159.28,18.60,0.00,0.00,,2.20,3.22,0.64,0.00,145.46,10.63,0.00,0.00,3.16,0.14,0.00,0.55,0.04,0.07,0.66,7.78,1.55,9.70,2.84,9.70,2.84,0.00,15.0,,35.1,59.2,18.2,,,,,,,,,402.45,0.12
1301361,0,2004-AUG-16,0,F,NA,ON,8,RBS1,4,4975195,472121,17,7,281,-1,V,T,U,0.00,TM,DE,MULT,LS,N,,,,124.46,26.60,81.07,1.04,,2.01,0.06,0.02,,66.06,14.68,50.62,0.70,0.00,0.00,0.00,0.02,0.00,0.43,3.01,33.02,10.86,44.01,12.77,44.01,12.77,0.00,,,28.6,30.7,,,,,,,,,,310.68,0.17
1301366,0,2005-JUN-21,0,F,NA,ON,8,SBS1,4,4963424,487976,17,11,20,-1,V,T,U,0.00,TC,DE,SNGL,LS,N,,,,224.22,22.95,16.45,1.27,,3.25,4.16,0.86,,109.90,13.25,13.12,0.74,0.00,0.00,0.00,0.00,0.00,0.20,0.72,3.64,1.22,10.38,3.88,10.38,3.88,0.00,,,33.7,39.1,,,,,,,,,,440.72,0.11
1301366,0,2013-AUG-01,1,F,NA,ON,8,S14Tt,10,4963424,487976,17,11,20,-1,V,T,U,0.00,TC,DE,SNGL,MS,N,,,,273.06,14.51,15.56,1.01,,2.82,1.64,0.13,0.00,131.84,6.48,10.91,0.61,0.00,0.00,0.00,0.00,0.00,0.61,0.87,13.70,4.26,25.48,4.06,25.48,4.06,0.00,,,,,,,,,,,,,,,
1301376,0,2004-AUG-21,0,F,NA,ON,8,FOD6,4,4939809,519677,17,3,4,-1,V,T,U,0.00,TB,DE,SNGL,LS,N,,,,203.73,0.00,12.19,0.44,,2.75,1.96,0.66,,175.29,0.00,9.82,0.25,0.05,0.14,0.00,0.84,0.00,0.02,0.95,6.17,2.71,22.96,7.64,22.96,7.64,0.00,55.0,,,,62.2,34.0,145.7,,,,,,,,
1301376,0,2014-JUL-15,1,F,NA,ON,8,S73Tt,10,4939809,519677,17,3,4,-1,V,T,U,0.00,TB,DE,COMP,TS,N,,,,246.60,0.00,23.50,4.99,,,,,0.24,211.56,0.00,16.48,2.62,0.00,0.00,0.00,0.24,0.11,0.74,0.41,12.83,5.65,24.88,6.94,24.88,6.94,0.00,15.0,,0.6,1.3,73.1,,,,,,,,,345.96,0.10
1301391,0,2004-AUG-17,0,F,NA,ON,8,FOC4,4,4904397,567151,17,9,229,-1,V,T,U,0.00,TB,DE,SNGL,MS,N,,,,167.43,0.00,90.75,2.20,,3.28,,,,80.00,0.00,52.28,2.01,0.00,0.00,0.00,0.94,0.00,0.04,0.87,3.45,1.09,0.00,0.00,0.00,0.00,0.00,55.0,,,,36.2,48.2,67.4,,,,,,,349.64,
1301391,0,2012-AUG-08,1,F,NA,ON,8,S66Tt,10,4904397,567151,17,9,229,-1,V,T,U,0.00,TB,DE,SNGL,MS,N,,,,271.14,0.74,50.51,12.16,,3.83,,,0.00,124.01,0.36,28.77,6.69,0.00,0.00,0.00,0.00,0.00,0.03,1.13,7.16,2.26,0.00,0.00,0.00,0.00,0.00,15.0,,3.8,8.0,61.9,,,,,,,,,345.36,0.18
1301396,0,2004-AUG-19,0,F,NA,ON,8,FOD5,4,4892587,582957,17,2,999,-1,V,T,U,0.00,TB,DE,SNGL,LS,N,,,,523.04,113.15,10.85,0.40,,9.50,2.98,1.00,,366.13,83.42,20.34,0.49,0.00,0.00,0.00,1.08,0.08,0.00,0.76,12.83,4.39,21.73,4.17,21.73,4.17,0.00,55.0,,,,60.6,92.1,28.1,,,,,,,,
1301396,0,2016-JUL-13,1,P,OT,ON,8,S56Tt,10,4892587,582957,17,2,999,-1,V,T,U,0.00,TB,DE,SNGL,LS,N,North and west microplots landed in cornfield where herbicides/pesticides used so could not complete bulk density.,,,573.22,47.91,9.92,3.62,,,,,0.00,401.21,32.97,10.45,3.46,0.00,0.00,0.00,0.01,0.32,0.03,0.39,11.29,2.89,60.71,18.91,60.71,18.91,0.00,15.0,,0.0,0.5,73.2,,,,,,,,,185.90,0.03
1307371,0,2003-JUL-25,0,N,NR,BC,13,MountainHemlockLeewardMoistMaritime,-1,6043563,543851,9,25,115,1220,V,T,U,0.19,TC,OP,SNGL,MS,U,CMI5-0328-FO1,190,944,253.82,109.39,3.83,0.00,,1.02,,,,195.09,73.53,14.69,0.00,,,7.75,,1.52,,1.64,12.53,3.47,49.65,9.35,41.90,7.20,2.15,53.0,,19.8,23.7,73.6,94.4,78.5,,,,,,,430.50,0.09
1307371,0,2017-AUG-16,1,F,NA,BC,13,MHMM2-01,26,6043564,543857,9,25,115,1235,V,T,U,0.87,TC,OP,COMP,OG,N,,,,285.98,111.91,0.63,0.00,,1.03,6.92,2.74,0.00,216.80,44.53,9.00,0.00,1.09,0.00,8.40,2.25,0.50,0.10,0.60,5.68,1.57,8.40,2.11,0.00,0.00,2.11,15.0,,47.5,50.6,49.6,,,,,,,,,408.28,0.11
1307391,0,2002-JUL-01,0,N,NR,BC,14,EngelmannSpruce--SubalpineFirMoistCold,-1,6046982,623901,9,9,349,1077,V,T,U,1.82,TC,OP,SNGL,MS,U,CMI5-0189-FO1,202,972,22.60,2.36,0.78,0.00,,0.20,9.35,3.47,,16.15,1.38,1.34,0.00,,,0.00,,0.33,,8.42,13.02,4.34,15.61,4.89,15.61,4.89,0.00,55.0,,21.0,50.6,20.0,25.1,17.2,,,,,,,522.53,0.05
1307391,0,2017-AUG-19,1,F,NA,BC,14,ESSFMC-01,26,6046983,623906,9,12,20,1082,V,N,U,1.14,ST,OP,NA,ES,N,YEARS ESTIMATED,,,25.47,4.90,5.58,0.00,,0.88,7.28,2.05,0.00,23.63,2.69,7.46,0.00,0.83,0.12,1.80,4.38,0.08,0.25,0.98,12.09,2.82,70.25,18.47,68.45,17.97,0.50,15.0,,45.0,59.8,23.6,,,,,,,,,397.60,0.16
1307401,0,2001-AUG-28,0,N,NR,BC,14,Sub-BorealSpruceBabineMoistCold,-1,6048692,663934,9,10,155,955,V,T,U,0.00,TC,DE,SNGL,MS,U,CMI5-0130-FO1,202,972,258.82,0.00,0.25,0.00,,4.11,,,,152.16,0.00,0.29,0.00,,,0.00,,1.08,,,,,189.84,43.58,189.84,43.58,0.00,,,,,,,,,,,,,,,
1307401,0,2017-JUL-10,1,F,NA,BC,14,SBSMC2-01,26,6048628,663930,9,12,137,929,V,T,U,0.00,TC,OP,SNGL,LS,N,,,,417.23,0.00,1.09,0.12,,5.15,0.90,0.19,0.00,224.03,0.00,1.08,0.13,9.13,0.36,8.56,1.48,0.21,0.92,0.58,12.90,3.57,167.99,32.93,159.43,30.50,2.43,55.0,,48.6,49.9,40.2,29.5,20.7,,,,,,,331.13,0.17
1307441,0,2004-JUN-26,0,N,NR,BC,14,Sub-BorealSpruceStuartDryWarm,-1,6044423,436123,10,3,-1,770,V,T,U,0.00,TC,OP,SNGL,MS,U,CMI4-0520-FO1,203,982,355.17,41.72,0.52,0.00,,2.56,,,,194.63,22.19,0.58,0.00,,,0.00,,0.13,,,0.00,0.00,84.49,29.77,84.49,29.77,0.00,48.0,,18.5,41.9,25.8,14.6,5.7,,,,,,,512.94,0.06
1307441,0,2014-JUL-26,1,F,NA,BC,14,Sub-BorealSpruceStuartDryWarm,-1,6044424,436124,10,3,-1,770,V,T,U,3.73,TC,OP,SNGL,TS,N,CMI4-0520-FO1,,,90.33,243.47,0.25,0.00,,1.31,2.78,0.88,0.00,55.36,122.22,0.49,0.00,0.01,0.00,0.00,1.72,0.19,2.95,2.37,31.18,11.35,93.36,33.65,93.36,33.65,0.00,15.0,,24.7,59.3,30.2,,,,,,,,,304.98,0.19
1307451,0,2001-JUN-15,0,N,NR,BC,14,Sub-BorealSpruceMossvaleMoistCool,-1,6042715,476148,10,40,35,810,V,T,U,3.65,TC,SP,SNGL,MS,U,CMI4-0083-FO1,203,982,47.77,99.86,9.61,0.00,,1.22,,,,28.25,50.11,12.03,0.00,,,12.35,,0.24,,,,,316.47,95.06,304.12,92.55,2.51,,,,,,,,,,,,,,,
1307451,0,2014-AUG-26,1,F,NA,BC,14,Sub-BorealSpruceMossvaleMoistCool,-1,6042715,476148,10,40,35,810,V,T,U,0.00,TC,OP,MULT,MS,N,CMI4-0083-FO1,,,79.44,40.65,7.24,0.00,,1.50,5.30,1.74,0.00,51.21,18.80,7.13,0.00,0.53,0.76,0.00,2.01,0.33,0.51,0.73,5.37,1.80,247.93,78.24,247.93,78.24,0.00,15.0,,45.7,51.0,32.9,,,,,,,,,293.65,0.24
1307511,0,2011-MAY-30,0,P,IN,AB,14,(04)MM/(04a)Pine,-1,6030620,326810,11,0,999,1345,V,T,U,0.00,TC,OP,U,UR,N,ABMI establishes 4 plots per installation - plot attributes are taken from installation centre (centre between all 4 plots) or averaged across all 4 plots / provided UTM coordinates are provided based on hazed locations (accuracy within +/- 5 km),,,457.25,28.32,1.82,0.00,,3.13,,,,233.65,13.05,7.88,0.00,,,0.00,,,,,13.62,3.90,146.74,47.02,146.74,47.02,0.00,,,,,,,,,,,,,,,
1307516,0,2011-MAY-30,0,P,IN,AB,14,(05)MG/(05c)Sb,-1,6028067,346682,11,0,999,1555,V,T,U,0.00,TC,OP,U,UR,N,ABMI establishes 4 plots per installation - plot attributes are taken from installation centre (centre between all 4 plots) or averaged across all 4 plots / provided UTM coordinates are provided based on hazed locations (accuracy within +/- 5 km),,,120.66,10.63,0.20,0.00,,0.90,,,,67.68,6.29,0.70,0.00,,,0.00,,,,,4.15,1.06,19.18,5.74,19.18,5.74,0.00,,,,,,,,,,,,,,,
1307731,0,2003-SEP-30,0,N,NR,SK,9,,-1,5867031,396866,13,2,999,511,V,T,U,0.00,TB,OP,SNGL,MS,U,,149,701,21.32,2.01,25.71,1.98,,0.54,0.10,0.02,,21.37,1.68,25.19,1.40,,,0.00,1.96,0.39,0.03,1.53,6.60,1.62,7.67,1.27,7.67,1.27,0.00,55.0,,17.8,,37.7,10.3,5.0,,,,,,,282.00,0.14
1307731,0,2015-AUG-28,1,F,NA,SK,9,,-1,5867041,396874,13,2,999,511,V,T,U,0.00,TB,OP,SNGL,LS,N,,,,54.51,2.30,7.78,1.69,,1.03,0.26,0.05,0.00,46.67,1.75,6.23,1.29,0.07,0.00,0.00,1.64,2.97,0.24,0.27,2.47,0.61,10.87,1.34,10.87,1.34,0.00,15.0,,12.7,13.6,50.8,,,,,,,,,332.35,0.12
1307826,0,2003-JUN-04,0,N,NR,MB,9,V8,-1,5750508,347445,14,0,999,565,V,T,U,0.00,TB,DE,MULT,TS,U,twotreesinthelargetreeplot(26&27)wereincludedandtaggedbutthedataforthemwaslost.Agestreesdeterminedusingdraftmethod-updateinremeasurement.Difficulttocrownclassduetovariedlayers.,153,715,441.15,7.42,6.92,0.03,,4.40,9.98,2.32,,253.16,3.98,6.35,0.05,,,0.00,0.48,0.43,0.05,1.05,9.51,2.95,2.78,0.68,2.78,0.68,0.00,55.0,,13.5,,55.1,160.6,159.4,,,,,,,362.50,0.16
1307826,0,2008-JUN-10,1,F,NA,MB,9,NA,-1,5750508,347445,14,0,999,565,V,T,U,0.00,TB,DE,MULT,TS,N,Maybe harvested soon,,,450.93,27.56,1.69,0.02,,4.43,,,,261.48,14.04,1.64,0.03,2.05,0.00,10.88,0.01,0.00,0.00,0.01,6.60,1.02,37.52,8.27,26.64,7.22,1.05,,,4.5,5.9,,,,,,,,,,243.85,0.09
1307826,0,2018-AUG-02,2,F,NA,MB,6,ASPEN HARDWOOD,5,5750508,347445,14,0,999,565,V,T,U,0.00,TB,DE,MULT,TS,N,Plot was not fullly harvested but trees were cut within plot - also slash. trees still standing - poor condition or dead standing.   FF - mp3 and 4 - lots of roots.  mineral soil - large piece of burried wood (10%) at bottom of hole -mp1.  Mp4 large piece,,,40.55,117.84,0.73,0.00,,2.06,,,0.00,30.12,71.25,2.05,0.00,2.77,0.18,0.00,1.89,0.59,0.05,0.46,58.47,16.60,236.77,61.03,236.77,61.03,0.00,15.0,,2.9,6.4,100.9,,,,,,,,,373.75,0.06
1307926,0,2003-AUG-30,0,N,NR,MB,6,V26,-1,5600107,292916,15,14,150,267,V,T,U,0.00,TC,OP,SNGL,LS,U,Halfoftheplotisonrock,90,371,124.83,5.04,0.02,0.00,,2.65,2.08,0.55,,73.67,3.44,0.13,0.00,,,12.60,0.50,0.08,1.35,0.28,7.78,2.21,16.76,3.13,4.16,1.42,1.71,35.0,,6.4,,8.0,6.3,,,,,,,,457.00,0.08
1307926,0,2009-AUG-19,1,F,NA,MB,6,NA,-1,5600556,718259,15,14,150,265,V,T,U,1.89,TC,OP,SNGL,LS,N,,,,147.73,5.01,3.95,0.00,,2.86,0.24,0.07,0.00,84.83,3.08,4.34,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,2.47,0.31,13.91,4.02,13.91,4.02,0.00,,,15.9,18.3,,,,,,,,,,358.80,0.10
1308251,0,2004-SEP-17,0,F,NA,ON,8,FOD5,4,4935762,492043,17,9,70,-1,V,T,U,0.00,TB,DE,COMP,LS,N,,,,240.00,41.42,6.83,0.00,,,5.74,1.53,,194.06,35.95,5.65,0.00,0.00,0.00,0.00,0.07,0.14,0.06,0.51,6.91,3.38,28.09,7.83,28.09,7.83,0.00,35.0,,2.3,5.3,55.0,87.1,,,,,,,,356.71,0.43
1308251,0,2013-JUL-24,1,P,NF,ON,8,S107Tt,10,4935762,492043,17,9,70,-1,V,T,U,0.00,TB,OP,COMP,TS,N,Density class is due to selective harvest and will change quickly. 12.5% of plot is non-forested (access road),,,99.01,3.81,4.82,0.00,,,1.38,0.84,0.00,72.88,2.31,4.41,0.00,0.00,0.00,0.00,0.17,0.99,0.01,2.11,18.75,9.79,14.01,6.01,14.01,6.01,0.00,,,,,,,,,,,,,,,
1308261,0,2005-JUN-24,0,F,NA,ON,8,FOC3,4,4912181,523713,17,9,292,-1,V,T,U,0.00,TM,OP,SNGL,LS,N,,,,78.72,3.55,14.04,0.20,,,0.30,0.09,,43.69,1.90,10.52,0.14,0.00,0.00,200.00,0.00,0.00,0.00,7.75,7.90,3.16,204.93,75.68,4.93,1.48,74.20,55.0,,1.7,2.0,71.1,103.2,98.2,,,,,,,359.00,0.14
1308261,0,2015-JUL-28,1,F,NA,ON,8,S100Tt,10,4912181,523713,17,9,292,-1,V,T,U,0.00,TM,DE,COMP,LS,N,,,,143.57,5.29,17.74,0.32,,,0.16,0.05,0.00,76.98,2.46,13.13,0.22,0.00,0.00,0.00,0.65,0.26,0.17,3.15,78.99,33.73,37.16,13.29,37.16,13.29,0.00,15.0,,1.0,1.4,90.6,,,,,,,,,228.82,0.08
1314251,0,2003-JUL-23,0,N,NR,BC,13,MountainHemlockLeewardMoistMaritime,-1,6023551,544705,9,52,19,890,V,T,U,0.00,TC,SP,SNGL,MS,U,CMI5-0379-FO1,191,945,45.38,0.00,0.94,0.00,,0.18,,,,42.89,0.00,17.67,0.00,,,0.00,,2.84,,0.18,0.00,0.00,4.00,1.34,4.00,1.34,0.00,50.0,,43.5,56.4,50.9,51.1,49.5,,,,,,,450.53,0.11
1314251,0,2017-JUL-27,1,F,NA,BC,13,CWHWS2-51,26,6023549,544706,9,52,17,921,V,T,U,0.00,TC,SP,COMP,OG,N,SNOW AVALANCHING (ONGOING) NOT A ONE TIME EVENT AFFECTING STAND DEVELOPMENT.DISTURBANCE YEAR ESTIMATED BASED ON RECENT FIELD EVIDENCE.,,,44.29,0.00,0.64,0.19,,0.13,5.86,1.86,0.00,38.91,0.00,17.78,0.27,17.32,0.00,0.00,1.63,1.14,0.02,0.08,0.49,0.14,2.41,0.81,2.41,0.81,0.00,15.0,,67.7,70.1,58.6,,,,,,,,,438.30,0.11
1314286,0,2002-JUN-28,0,N,NR,BC,14,Sub-BorealSpruceDryCool,-1,6029527,684806,9,1,999,714,V,N,U,0.00,HG,DE,NA,MS,U,CMI5-0205-FO1,202,972,0.00,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,0.00,,,0.00,,1.56,,0.00,4.88,2.02,14.29,5.35,14.29,5.35,0.00,55.0,,,13.5,43.4,35.1,11.9,,,,,,,97.48,
1314286,0,2017-JUL-11,1,F,NA,BC,14,SBSDK-00,26,6029529,684807,9,1,999,723,V,N,U,0.00,HE,DE,NA,ES,N,PLOT TREATMENT YEAR IS ESTIMATED.,,,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01,0.18,8.52,2.48,0.00,0.00,0.00,0.00,0.00,15.0,,22.3,22.6,28.4,,,,,,,,,89.23,0.37
1314291,0,2002-JUN-27,0,N,NR,BC,14,Sub-BorealSpruceDryCool,-1,6029529,315177,10,5,-1,998,V,T,U,0.00,TC,OP,SNGL,MS,U,CMI5-0232-FO1,203,980,17.80,0.00,5.01,0.00,,0.85,3.90,0.69,,15.70,0.00,4.95,0.00,,,0.00,,0.68,,0.66,2.71,1.02,8.72,2.27,8.72,2.27,0.00,55.0,,3.8,7.0,23.7,9.5,11.4,,,,,,,383.99,0.06
1314291,0,2017-AUG-20,1,F,NA,BC,14,SBSMC2-02,26,6029514,315181,10,12,110,1024,V,T,U,0.00,TC,OP,SNGL,MS,N,DISEASE (STEM CANKERS) AND SMALL MAMMAL (SQUIRREL) DAMAGE PRESENT BUT NOT SIGNIFICANT.,,,89.53,1.88,0.02,0.00,,2.54,1.38,0.24,0.00,56.61,1.19,0.03,0.00,1.79,0.00,0.00,0.49,0.59,1.13,0.05,4.14,1.30,13.06,3.14,13.06,3.14,0.00,15.0,,27.0,29.4,22.9,,,,,,,,,257.18,0.15
1314311,0,2002-AUG-12,0,N,NR,BC,14,Sub-BorealSpruceStuartDryWarm,-1,6026117,395243,10,6,67,860,V,T,U,0.00,TC,SP,SNGL,MS,U,CMI4-0131-FO1,203,980,167.42,8.85,3.13,0.00,,1.22,,,,93.37,4.86,2.60,0.00,,,0.00,,0.70,,1.56,26.30,10.36,53.54,20.47,53.54,20.47,0.00,46.5,,11.7,18.3,10.1,9.9,3.0,,,,,,,365.93,0.05
1314311,0,2014-JUL-21,1,F,NA,BC,14,Sub-BorealSpruceStuartDryWarm,-1,6026119,395244,10,6,67,860,V,T,U,0.90,TC,SP,SNGL,ES,N,CMI4-0131-FO1,,,0.00,0.00,1.68,0.00,,0.07,7.66,2.62,0.00,1.00,0.00,3.38,0.00,0.00,0.00,0.00,0.95,0.50,0.19,4.08,26.36,8.83,74.37,23.87,74.37,23.87,0.00,15.0,,17.7,47.1,21.3,,,,,,,,,362.33,0.22
1314351,0,2002-AUG-14,0,N,NR,BC,14,Sub-BorealSpruceVeryWetCool,-1,6019286,555338,10,5,-1,900,V,T,U,0.00,TC,SP,SNGL,MS,U,CMI4-0156-FO1,203,981,0.00,0.00,0.24,0.00,,,,,,0.00,0.00,1.03,0.00,,,0.00,,8.12,,0.00,4.63,1.55,150.34,35.19,150.34,35.19,0.00,15.0,,103.2,170.1,39.8,,,,,,,,,472.03,0.11
1314351,0,2014-AUG-18,1,F,NA,BC,14,Sub-BorealSpruceVeryWetCool,-1,6019287,555339,10,5,-1,900,V,T,U,0.00,TC,OP,SNGL,ES,N,CMI4-0156-FO1,,,10.95,0.00,6.13,0.00,,0.37,0.90,0.25,0.00,14.67,0.00,8.68,0.00,0.63,0.00,5.70,0.27,2.41,0.37,0.00,0.00,0.00,65.50,14.83,59.80,13.62,1.21,55.0,,141.8,169.7,37.3,48.8,5.2,,,,,,,334.53,0.24
